Date,Resort_Name,Region,Country,Pass,Snowfall,Lower_Depth,Middle_Depth,Upper_Depth
2021-04-01,Afton Alps,Minnesota,United_States,EPIC,0,N/A,N/A,N/A
2021-04-01,Alpine Valley Resort,Wisconsin,United_States,EPIC,0,N/A,N/A,N/A
2021-04-01,Arapahoe Basin Ski Area,Colorado,United_States,IKON,0,53,53,53
2021-04-01,Attitash,New_Hampshire,United_States,EPIC,0,26,N/A,26
2021-04-01,Beaver Creek,Colorado,United_States,EPIC,0,49,49,49
2021-04-01,Big Boulder,Pennsylvania,United_States,EPIC,0,N/A,N/A,N/A
2021-04-01,Big Sky,Montana,United_States,IKON,0,54,54,78
2021-04-01,Blue Mountain,Ontario,Canada,IKON,0,N/A,N/A,N/A
2021-04-01,Boston Mills,Ohio,United_States,EPIC,0,N/A,N/A,N/A
2021-04-01,Boyne Highlands,Michigan,United_States,IKON,0,N/A,N/A,N/A
2021-04-01,Boyne Mountain Resort,Michigan,United_States,IKON,0,23,N/A,N/A
2021-04-01,Brandywine,Ohio,United_States,EPIC,0,N/A,N/A,N/A
2021-04-01,Breckenridge,Colorado,United_States,EPIC,0,57,57,57
2021-04-01,Brighton Resort,Utah,United_States,IKON,0,80,N/A,80
2021-04-01,Coronet Peak,New_Zealand,New_Zealand,IKON,0,0,N/A,0
2021-04-01,Crested Butte Mountain Resort,Colorado,United_States,EPIC,0,50,50,50
2021-04-01,Crotched Mountain,New_Hampshire,United_States,EPIC,0,N/A,N/A,N/A
2021-04-01,Crystal Mountain,Washington,United_States,IKON,0,94,128,134
2021-04-01,Cypress Mountain,British_Columbia,Canada,IKON,0,106,N/A,203
2021-04-01,Falls Creek Alpine Resort,Australia,Australia,EPIC,0,0,N/A,0
2021-04-01,Heavenly,California,United_States,EPIC,0,40,50,66
2021-04-01,Hidden Valley Resort,Pennsylvania,United_States,EPIC,0,0,N/A,0
2021-04-01,Jack Frost,Pennsylvania,United_States,EPIC,0,N/A,N/A,N/A
2021-04-01,June Mountain,California,United_States,IKON,0,48,N/A,72
2021-04-01,Keystone,Colorado,United_States,EPIC,0,52,52,52
2021-04-01,Kirkwood,California,United_States,EPIC,0,62,54,74
2021-04-01,Liberty,Pennsylvania,United_States,EPIC,0,N/A,N/A,N/A
2021-04-01,Loon Mountain,New_Hampshire,United_States,IKON,0,28,N/A,36
2021-04-01,Mad River Mountain,Ohio,United_States,EPIC,0,N/A,N/A,N/A
2021-04-01,Mammoth Mountain,California,United_States,IKON,0,60,95,90
2021-04-01,Mount Snow,Vermont,United_States,EPIC,1,41,N/A,41
2021-04-01,Mount Sunapee,New_Hampshire,United_States,EPIC,0,32,N/A,32
2021-04-01,Mt. Brighton,Michigan,United_States,EPIC,0,N/A,N/A,N/A
2021-04-01,Mt. Buller,Australia,Australia,IKON,0,0,N/A,0
2021-04-01,Mt. Hotham,Australia,Australia,EPIC,0,0,0,0
2021-04-01,Mt. Hutt Ski Area,New_Zealand,New_Zealand,IKON,0,0,N/A,0
2021-04-01,Northstar California,California,United_States,EPIC,0,18,N/A,66
2021-04-01,Okemo Mountain Resort,Vermont,United_States,EPIC,0,18,N/A,24
2021-04-01,Paoli Peaks,Indiana,United_States,EPIC,0,N/A,N/A,N/A
2021-04-01,Park City,Utah,United_States,EPIC,0,53,N/A,58
2021-04-01,Perisher,Australia,Australia,EPIC,0,0,0,0
2021-04-01,Revelstoke,British_Columbia,Canada,IKON,0,N/A,N/A,N/A
2021-04-01,Roundtop Mountain Resort,Pennsylvania,United_States,EPIC,0,N/A,N/A,N/A
2021-04-01,Snow Creek,Missouri,United_States,EPIC,0,0,N/A,0
2021-04-01,Snowshoe Mountain,West_Virginia,United_States,IKON,0,N/A,N/A,N/A
2021-04-01,Solitude Mountain Resort,Utah,United_States,IKON,0,71,N/A,71
2021-04-01,Squaw Valley Alpine Meadows,California,United_States,IKON,0,65,111,N/A
2021-04-01,Steamboat,Colorado,United_States,IKON,0,42,42,67
2021-04-01,Stevens Pass Resort,Washington,United_States,EPIC,0,122,146,160
2021-04-01,Stowe Mountain,Vermont,United_States,EPIC,2,10,25,40
2021-04-01,Stratton Mountain,Vermont,United_States,IKON,0,16,16,16
2021-04-01,Sugarbush,Vermont,United_States,IKON,1,20,N/A,48
2021-04-01,Sugarloaf,Maine,United_States,IKON,2,10,13,16
2021-04-01,Sunday River,Maine,United_States,IKON,0,20,N/A,20
2021-04-01,Taos Ski Valley,New_Mexico,United_States,IKON,0,64,78,78
2021-04-01,The Remarkables,New_Zealand,New_Zealand,IKON,0,0,N/A,0
2021-04-01,The Summit at Snoqualmie,Washington,United_States,IKON,0,116,N/A,N/A
2021-04-01,Thredbo Alpine Resort,Australia,Australia,IKON,0,0,N/A,0
2021-04-01,Tremblant,Quebec,Canada,IKON,0,30,N/A,50
2021-04-01,Vail,Colorado,United_States,EPIC,0,52,52,52
2021-04-01,Valle Nevado,Chile,Chile,IKON,0,0,0,0
2021-04-01,Whistler Blackcomb,British_Columbia,Canada,EPIC,0,0,0,0
2021-04-01,Whitetail Resort,Pennsylvania,United_States,EPIC,0,32,N/A,32
2021-04-01,Wildcat Mountain,New_Hampshire,United_States,EPIC,2,24,N/A,24
2021-04-01,Wilmot Mountain,Wisconsin,United_States,EPIC,0,N/A,N/A,N/A
2021-04-01,Winter Park,Colorado,United_States,IKON,0,73,N/A,73
